hash_replica_retrain_VanillaNerf/log_ngp.txt:1:[INFO] Trainer: ngp | 2023-12-05_06-51-22 | cuda | fp16 | hash_replica_retrain_VanillaNerf
st_scannetroom/log_ngp.txt:1080:[INFO] Trainer: ngp | 2023-09-05_06-57-46 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1090:[INFO] Trainer: ngp | 2023-09-05_07-02-09 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1100:[INFO] Trainer: ngp | 2023-09-05_08-48-23 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1110:[INFO] Trainer: ngp | 2023-09-05_08-57-32 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1120:[INFO] Trainer: ngp | 2023-09-05_08-59-04 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1130:[INFO] Trainer: ngp | 2023-09-05_09-11-43 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1140:[INFO] Trainer: ngp | 2023-09-05_09-15-31 | cuda | fp16 | st_scannetroom/
st_scannetroom/log_ngp.txt:1150:[INFO] Trainer: ngp | 2023-12-06_01-35-37 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1160:[INFO] Trainer: ngp | 2023-12-06_01-39-01 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1170:[INFO] Trainer: ngp | 2023-12-06_01-40-39 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1180:[INFO] Trainer: ngp | 2023-12-06_01-44-24 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1190:[INFO] Trainer: ngp | 2023-12-06_02-04-31 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1200:[INFO] Trainer: ngp | 2023-12-06_02-10-13 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1210:[INFO] Trainer: ngp | 2023-12-06_02-22-17 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1220:[INFO] Trainer: ngp | 2023-12-06_02-23-37 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1230:[INFO] Trainer: ngp | 2023-12-06_04-08-05 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1240:[INFO] Trainer: ngp | 2023-12-06_04-09-05 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1250:[INFO] Trainer: ngp | 2023-12-06_04-12-46 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1260:[INFO] Trainer: ngp | 2023-12-06_04-24-01 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1270:[INFO] Trainer: ngp | 2023-12-06_06-36-05 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1280:[INFO] Trainer: ngp | 2023-12-06_06-38-38 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1290:[INFO] Trainer: ngp | 2023-12-06_06-40-18 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1300:[INFO] Trainer: ngp | 2023-12-06_06-42-06 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1310:[INFO] Trainer: ngp | 2023-12-06_06-51-11 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1320:[INFO] Trainer: ngp | 2023-12-06_06-54-14 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1330:[INFO] Trainer: ngp | 2023-12-06_07-00-24 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1340:[INFO] Trainer: ngp | 2023-12-06_07-21-09 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1350:[INFO] Trainer: ngp | 2023-12-06_07-46-42 | cuda | fp32 | st_scannetroom/
st_scannetroom/log_ngp.txt:1360:[INFO] Trainer: ngp | 2024-01-11_03-33-58 | cuda | fp32 | st_scannetroom
st_scannetroom/log_ngp.txt:1370:[INFO] Trainer: ngp | 2024-01-11_03-34-24 | cuda | fp32 | st_scannetroom
st_scannetroom/log_ngp.txt:1380:[INFO] Trainer: ngp | 2024-01-11_03-35-04 | cuda | fp32 | st_scannetroom
st_scannetroom/log_ngp.txt:1390:[INFO] Trainer: ngp | 2024-01-11_03-36-15 | cuda | fp32 | st_scannetroom
stone_nerf/log_ngp.txt:1:[INFO] Trainer: ngp | 2022-08-17_16-02-11 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:114:[INFO] Trainer: ngp | 2022-08-17_16-09-51 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:124:[INFO] Trainer: ngp | 2022-08-17_16-11-55 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:134:[INFO] Trainer: ngp | 2022-08-17_16-15-31 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:144:[INFO] Trainer: ngp | 2022-08-17_16-35-03 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:154:[INFO] Trainer: ngp | 2022-08-17_16-35-32 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:164:[INFO] Trainer: ngp | 2022-08-17_16-35-56 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:174:[INFO] Trainer: ngp | 2022-08-17_16-36-52 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:184:[INFO] Trainer: ngp | 2022-08-17_16-37-52 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:194:[INFO] Trainer: ngp | 2022-08-17_16-38-22 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:204:[INFO] Trainer: ngp | 2022-08-17_16-38-59 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:214:[INFO] Trainer: ngp | 2022-08-17_16-39-42 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:224:[INFO] Trainer: ngp | 2022-08-17_16-41-06 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:234:[INFO] Trainer: ngp | 2022-08-17_16-42-23 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:244:[INFO] Trainer: ngp | 2022-08-17_16-43-06 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:254:[INFO] Trainer: ngp | 2022-08-17_16-46-57 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:264:[INFO] Trainer: ngp | 2022-08-17_16-47-27 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:274:[INFO] Trainer: ngp | 2022-08-17_16-48-11 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:284:[INFO] Trainer: ngp | 2022-08-17_16-48-33 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:294:[INFO] Trainer: ngp | 2022-08-17_16-49-27 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:304:[INFO] Trainer: ngp | 2022-08-17_18-16-17 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:314:[INFO] Trainer: ngp | 2022-08-17_18-17-42 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:324:[INFO] Trainer: ngp | 2022-08-17_18-20-44 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:334:[INFO] Trainer: ngp | 2022-08-17_18-21-24 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:344:[INFO] Trainer: ngp | 2022-08-17_18-25-21 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:354:[INFO] Trainer: ngp | 2022-08-17_18-26-25 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:364:[INFO] Trainer: ngp | 2022-08-17_18-27-23 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:374:[INFO] Trainer: ngp | 2022-08-17_18-29-31 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:384:[INFO] Trainer: ngp | 2022-08-17_18-29-56 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:394:[INFO] Trainer: ngp | 2022-08-17_18-31-17 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:404:[INFO] Trainer: ngp | 2022-08-17_18-31-39 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:414:[INFO] Trainer: ngp | 2022-08-17_18-32-21 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:424:[INFO] Trainer: ngp | 2022-08-17_18-32-51 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:434:[INFO] Trainer: ngp | 2022-08-17_18-33-38 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:444:[INFO] Trainer: ngp | 2022-08-17_18-34-45 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:454:[INFO] Trainer: ngp | 2022-08-17_18-35-21 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:464:[INFO] Trainer: ngp | 2022-08-17_18-36-36 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:474:[INFO] Trainer: ngp | 2022-08-17_18-37-10 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:484:[INFO] Trainer: ngp | 2022-08-17_18-40-29 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:494:[INFO] Trainer: ngp | 2022-08-17_18-41-34 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:504:[INFO] Trainer: ngp | 2022-08-17_18-42-24 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:514:[INFO] Trainer: ngp | 2022-08-17_18-44-21 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:524:[INFO] Trainer: ngp | 2022-08-17_18-54-29 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:534:[INFO] Trainer: ngp | 2022-08-17_18-57-16 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:544:[INFO] Trainer: ngp | 2022-08-17_19-00-26 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:554:[INFO] Trainer: ngp | 2022-08-17_19-01-01 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:564:[INFO] Trainer: ngp | 2022-08-17_19-02-23 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:574:[INFO] Trainer: ngp | 2022-08-17_19-04-48 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:584:[INFO] Trainer: ngp | 2022-08-17_19-05-51 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:594:[INFO] Trainer: ngp | 2022-08-17_19-10-07 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:604:[INFO] Trainer: ngp | 2022-08-17_19-11-58 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:614:[INFO] Trainer: ngp | 2022-08-17_19-13-24 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:624:[INFO] Trainer: ngp | 2022-08-17_19-16-31 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:634:[INFO] Trainer: ngp | 2022-08-17_19-18-54 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:644:[INFO] Trainer: ngp | 2022-08-17_19-24-07 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:654:[INFO] Trainer: ngp | 2022-08-17_19-25-22 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:664:[INFO] Trainer: ngp | 2022-08-17_19-27-58 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:674:[INFO] Trainer: ngp | 2022-08-17_19-29-41 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:684:[INFO] Trainer: ngp | 2022-08-17_19-30-51 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:694:[INFO] Trainer: ngp | 2022-08-17_19-32-01 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:704:[INFO] Trainer: ngp | 2022-08-17_20-57-58 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:714:[INFO] Trainer: ngp | 2022-08-17_20-59-26 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:724:[INFO] Trainer: ngp | 2022-08-17_21-03-48 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:734:[INFO] Trainer: ngp | 2022-08-17_21-07-51 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:744:[INFO] Trainer: ngp | 2022-08-17_21-09-28 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:754:[INFO] Trainer: ngp | 2022-08-17_21-12-10 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:764:[INFO] Trainer: ngp | 2022-08-17_21-14-16 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:774:[INFO] Trainer: ngp | 2022-08-17_21-15-53 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:784:[INFO] Trainer: ngp | 2022-08-17_21-17-41 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:794:[INFO] Trainer: ngp | 2022-08-17_21-18-03 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:804:[INFO] Trainer: ngp | 2022-08-17_21-18-47 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:814:[INFO] Trainer: ngp | 2022-08-17_21-19-15 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:824:[INFO] Trainer: ngp | 2022-08-17_21-20-43 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:834:[INFO] Trainer: ngp | 2022-08-17_21-22-22 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:844:[INFO] Trainer: ngp | 2022-08-17_21-22-55 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:854:[INFO] Trainer: ngp | 2022-08-17_21-24-28 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:864:[INFO] Trainer: ngp | 2022-08-17_21-25-09 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:874:[INFO] Trainer: ngp | 2022-08-17_21-26-26 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:884:[INFO] Trainer: ngp | 2022-08-17_21-27-11 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:894:[INFO] Trainer: ngp | 2022-08-17_21-28-03 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:904:[INFO] Trainer: ngp | 2022-08-17_21-28-36 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:914:[INFO] Trainer: ngp | 2022-08-17_21-29-47 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:924:[INFO] Trainer: ngp | 2022-08-17_21-32-00 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:934:[INFO] Trainer: ngp | 2022-08-17_21-32-18 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:944:[INFO] Trainer: ngp | 2022-08-17_21-36-38 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:954:[INFO] Trainer: ngp | 2022-08-17_21-37-24 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:964:[INFO] Trainer: ngp | 2022-08-17_21-39-34 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:973:[INFO] Trainer: ngp | 2022-08-17_21-43-46 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:983:[INFO] Trainer: ngp | 2022-08-17_21-44-22 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:993:[INFO] Trainer: ngp | 2022-08-17_21-46-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1003:[INFO] Trainer: ngp | 2022-08-17_21-49-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1013:[INFO] Trainer: ngp | 2022-08-17_22-03-05 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1023:[INFO] Trainer: ngp | 2022-08-17_22-13-18 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1033:[INFO] Trainer: ngp | 2022-08-17_22-14-12 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1043:[INFO] Trainer: ngp | 2022-08-17_22-15-22 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1053:[INFO] Trainer: ngp | 2022-08-17_22-16-54 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1063:[INFO] Trainer: ngp | 2022-08-17_22-17-35 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1073:[INFO] Trainer: ngp | 2022-08-17_22-18-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1083:[INFO] Trainer: ngp | 2022-08-17_22-18-55 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1093:[INFO] Trainer: ngp | 2022-08-17_22-19-41 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1103:[INFO] Trainer: ngp | 2022-08-17_22-20-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1113:[INFO] Trainer: ngp | 2022-08-17_22-24-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1123:[INFO] Trainer: ngp | 2022-08-17_22-24-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1133:[INFO] Trainer: ngp | 2022-08-17_22-25-28 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1143:[INFO] Trainer: ngp | 2022-08-17_22-29-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1153:[INFO] Trainer: ngp | 2022-08-17_22-31-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1163:[INFO] Trainer: ngp | 2022-08-17_22-31-55 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1173:[INFO] Trainer: ngp | 2022-08-17_22-32-26 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1183:[INFO] Trainer: ngp | 2022-08-17_22-32-49 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1193:[INFO] Trainer: ngp | 2022-08-17_22-33-08 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1203:[INFO] Trainer: ngp | 2022-08-17_22-33-37 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1213:[INFO] Trainer: ngp | 2022-08-17_22-34-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1223:[INFO] Trainer: ngp | 2022-08-17_22-35-48 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1233:[INFO] Trainer: ngp | 2022-08-17_22-38-22 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1243:[INFO] Trainer: ngp | 2022-08-17_22-41-47 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1253:[INFO] Trainer: ngp | 2022-08-17_22-43-14 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1263:[INFO] Trainer: ngp | 2022-08-17_22-43-30 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1273:[INFO] Trainer: ngp | 2022-08-17_22-43-47 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1283:[INFO] Trainer: ngp | 2022-08-17_22-45-29 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1293:[INFO] Trainer: ngp | 2022-08-17_22-49-35 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1303:[INFO] Trainer: ngp | 2022-08-17_22-49-56 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1313:[INFO] Trainer: ngp | 2022-08-17_22-50-46 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1323:[INFO] Trainer: ngp | 2022-08-17_22-51-26 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1333:[INFO] Trainer: ngp | 2022-08-17_22-52-33 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1343:[INFO] Trainer: ngp | 2022-08-17_22-53-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1353:[INFO] Trainer: ngp | 2022-08-17_22-57-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1363:[INFO] Trainer: ngp | 2022-08-17_22-58-26 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1373:[INFO] Trainer: ngp | 2022-08-17_22-58-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1383:[INFO] Trainer: ngp | 2022-08-17_22-59-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1393:[INFO] Trainer: ngp | 2022-08-17_22-59-51 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1403:[INFO] Trainer: ngp | 2022-08-17_23-01-28 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1413:[INFO] Trainer: ngp | 2022-08-17_23-02-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1423:[INFO] Trainer: ngp | 2022-08-17_23-02-55 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1433:[INFO] Trainer: ngp | 2022-08-18_10-50-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1443:[INFO] Trainer: ngp | 2022-08-18_12-15-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1453:[INFO] Trainer: ngp | 2022-08-18_12-16-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1463:[INFO] Trainer: ngp | 2022-08-18_12-17-44 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1473:[INFO] Trainer: ngp | 2022-08-18_12-18-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1483:[INFO] Trainer: ngp | 2022-08-18_12-18-43 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1493:[INFO] Trainer: ngp | 2022-08-18_12-19-17 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1503:[INFO] Trainer: ngp | 2022-08-18_12-20-15 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1513:[INFO] Trainer: ngp | 2022-08-18_12-26-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1523:[INFO] Trainer: ngp | 2022-08-18_12-30-04 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1533:[INFO] Trainer: ngp | 2022-08-18_12-31-09 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1543:[INFO] Trainer: ngp | 2022-08-18_12-32-01 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1553:[INFO] Trainer: ngp | 2022-08-18_12-35-02 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1563:[INFO] Trainer: ngp | 2022-08-18_12-37-18 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1573:[INFO] Trainer: ngp | 2022-08-18_12-38-13 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1584:[INFO] Trainer: ngp | 2022-08-18_12-41-58 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1595:[INFO] Trainer: ngp | 2022-08-18_12-42-06 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1605:[INFO] Trainer: ngp | 2022-08-18_12-43-59 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1615:[INFO] Trainer: ngp | 2022-08-18_12-44-27 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1625:[INFO] Trainer: ngp | 2022-08-18_12-49-10 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1635:[INFO] Trainer: ngp | 2022-08-18_12-53-16 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1645:[INFO] Trainer: ngp | 2022-08-18_12-53-39 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1655:[INFO] Trainer: ngp | 2022-08-18_12-54-32 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1665:[INFO] Trainer: ngp | 2022-08-18_12-54-45 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1675:[INFO] Trainer: ngp | 2022-08-18_12-55-20 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1685:[INFO] Trainer: ngp | 2022-08-18_12-55-52 | cuda | fp32 | stone_nerf
stone_nerf/log_ngp.txt:1695:[INFO] Trainer: ngp | 2022-08-18_12-56-18 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1704:[INFO] Trainer: ngp | 2022-08-18_12-56-35 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1714:[INFO] Trainer: ngp | 2022-08-18_12-59-03 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1724:[INFO] Trainer: ngp | 2022-08-18_12-59-25 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1734:[INFO] Trainer: ngp | 2022-08-18_13-05-39 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1744:[INFO] Trainer: ngp | 2022-08-18_13-12-39 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1754:[INFO] Trainer: ngp | 2022-08-18_13-13-17 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1764:[INFO] Trainer: ngp | 2022-08-18_13-14-49 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1774:[INFO] Trainer: ngp | 2022-08-18_13-15-37 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1784:[INFO] Trainer: ngp | 2022-08-18_13-16-14 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1794:[INFO] Trainer: ngp | 2022-08-18_13-16-38 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1804:[INFO] Trainer: ngp | 2022-08-18_13-18-55 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1814:[INFO] Trainer: ngp | 2022-08-18_13-20-34 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1824:[INFO] Trainer: ngp | 2022-08-18_13-21-43 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1834:[INFO] Trainer: ngp | 2022-08-18_13-24-57 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1844:[INFO] Trainer: ngp | 2022-08-18_13-25-45 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1854:[INFO] Trainer: ngp | 2022-08-18_13-28-43 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1864:[INFO] Trainer: ngp | 2022-08-18_13-30-55 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1874:[INFO] Trainer: ngp | 2022-08-18_13-32-47 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1884:[INFO] Trainer: ngp | 2022-08-18_13-35-55 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1893:[INFO] Trainer: ngp | 2022-08-18_13-36-20 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1902:[INFO] Trainer: ngp | 2022-08-18_13-37-12 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1911:[INFO] Trainer: ngp | 2022-08-18_13-38-11 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1921:[INFO] Trainer: ngp | 2022-08-18_13-38-46 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1931:[INFO] Trainer: ngp | 2022-08-18_13-39-48 | cuda | fp16 | stone_nerf
stone_nerf/log_ngp.txt:1941:[INFO] Trainer: ngp | 2022-08-20_16-36-25 | cuda | fp16 | stone_nerf
